fid;ID;CD_GEOCODM;NM_MUNICIP;CODIGO;V8Mo;V8d;V8;V1;V2;V3;V4;V5;V6;V7;I_V1;CL_V1;I_V2;CL_V2;I_V3;CL_V3;I_V4;CL_V4;I_V5;CL_V5;I_V6;CL_V6;I_V7;CL_V7;I_V8;CL_V8;DB2001;HB2001;LTB2001;DBC2001;HBC2001;LTBC2001;DM2001_2009;HM2001_2009;LTM2001_2009;CMD20012009;CMH20012009;CMLT20012009
96;454;5208806;GOIANIRA;5208806;10303;33890;3,29;35,01;60,76;3,03;10,02;63,35;29,2;8,57;-0,479977116;4;0,182376867;0;1,280066719;2;0,59797643;2;-0,159284694;0;0,251980003;2;0,319645566;2;0,443310511;0;2185,150569;99,79314421;0,374494601;Hiperendem;Hiperendem;Baixo;2432,8302;51,432;3,3159;Hiperendemico;Hiperendemico;Medio
97;455;5208905;GOIÁS;5208905;8409;24540;2,92;25,09;50,8;23,95;13,33;61,94;29,39;8,94;-0,044762263;0;-0,248204835;0;0,072545934;0;0,032679478;0;-0,051866601;0;0,01632551;0;0,097800418;0;0,558853262;2;512,1454821;138,8373016;4,297333112;MuitoAlto;Hiperendem;Medio;804,3412;117,945;11,6688;MuitoAlto;Hiperendemico;MuitoAlto
98;456;5209101;GOIATUBA;5209101;10890;32263;2,96;22,87;71,03;7,99;9,24;42,51;22,76;7,15;0,266455774;2;0,025563073;0;0,823883807;2;0,087056809;0;1,080662456;2;0,856409509;2;0,430397378;2;0,166554468;0;298,3750435;16,46002727;3,322919408;Alto;Alto;Medio;1950,3568;19,33;1,34;Hiperendemico;Alto;Medio
99;457;5209150;GOUVELÂNDIA;5209150;1711;4938;2,89;41,15;99,06;20,98;17,86;59,99;28,99;9,53;0,514831255;0;-0,544989263;0;0,038568255;0;0,225140024;0;-0,085536792;0;0,288416298;0;0,211332599;0;-0,082183154;0;1036,323026;146,2231545;2,030402429;Hiperendem;Hiperendem;Medio;625,5709;72,601;6,7917;MuitoAlto;Hiperendemico;Alto
100;458;5209200;GUAPÓ;5209200;4502;13893;3,09;24,1;27,17;15,79;11,6;59,33;32,32;9,91;-0,059292341;0;-0,342488865;0;0,16201432;0;0,150871272;0;-0,005827014;0;0,010068258;0;0,102492818;0;0,027805387;0;902,6767366;125,4985898;7,249498153;MuitoAlto;Hiperendem;Alto;801,5755;57,602;1,2531;MuitoAlto;Hiperendemico;Medio
101;459;5209291;GUARAÍTA;5209291;852;2376;2,79;44,25;97,77;40,02;10,28;61,57;36,85;12,56;0,590285423;0;-0,721673232;0;0,823834583;0;-0,311260409;0;-0,013726838;0;0,046792599;0;-0,005580116;0;0,894165652;0;251,0989327;40,36468065;3,335339374;Alto;Hiperendem;Medio;406,5837;24,139;2,3978;MuitoAlto;MuitoAlto;Medio
102;460;5209408;GUARANI DE GOIÁS;5209408;1244;4221;3,39;38,99;99,04;57,32;21,76;72,59;57,88;33,84;0,038400555;0;0,208648727;0;2,019495298;0;4,352835003;1;2,241121866;1;5,545413415;1;8,11461515;1;3,253851544;1;187,9552455;95,33329559;2,266555812;Medio;Hiperendem;Medio;637,9992;46,871;12,8804;MuitoAlto;Hiperendemico;MuitoAlto
103;461;5209457;GUARINOS;5209457;809;2277;2,81;41,9;99,13;42,89;13,05;65,59;49,94;23,11;1,245498626;1;0,7054134;0;0,923844942;0;-0,00508391;0;0,446674498;0;0,948130515;0;0,628805419;0;-0,139977904;0;299,8241606;168,1711185;28,75837633;Alto;Hiperendem;Hiperendem;291,4134;72,625;8,3843;Alto;Hiperendemico;Alto
104;462;5209606;HEITORAÍ;5209606;1202;3566;2,97;25,21;59,82;24,71;12,76;55,95;38,1;12,98;0,046927129;0;0,299346793;0;-0,037369167;0;-0,001513309;0;0,055783464;0;-0,086262138;0;-0,043634385;0;0,182351047;0;360,468604;50,32112663;2,568815567;MuitoAlto;Hiperendem;Medio;514,5728;23,043;6,6425;MuitoAlto;MuitoAlto;Alto
105;463;5209705;HIDROLÂNDIA;5209705;5432;17276;3,18;45,07;85,49;24,65;8,36;51,91;25,83;6,06;0,86041236;0;0,119529198;0;-0,068611516;0;0,492251295;0;0,487613971;2;0,384053149;2;0,36007871;0;-0,314254009;4;3175,239867;8,484556867;0,702337988;Hiperendem;Medio;Baixo;1280,1685;24,636;3,3926;Hiperendemico;MuitoAlto;Medio
106;464;5209804;HIDROLINA;5209804;1382;4023;2,91;28,44;97,97;24,82;10,95;57,43;36,9;12,88;0,044758095;1;0,042312995;0;0,119411001;0;-0,245910348;0;-0,025491858;0;0,081869717;0;-0,010930968;0;-0,19427651;0;878,9600167;28,5393357;2,359777041;MuitoAlto;MuitoAlto;Medio;717,4862;26,389;3,2811;MuitoAlto;MuitoAlto;Medio
107;465;5209903;IACIARA;5209903;3402;12368;3,64;23,87;88,24;26,48;20,08;77,7;58,47;33,1;-0,123409737;0;0,225682836;0;0,593812813;1;3,546458298;1;3,154557464;1;5,335908172;1;7,237888841;1;3,660176592;1;2588,322919;18,58646198;0,949856241;Hiperendem;Alto;Baixo;919,2768;26,981;3,7902;MuitoAlto;MuitoAlto;Medio
108;466;5209937;INACIOLÂNDIA;5209937;1856;5694;3,07;44,77;96,28;16,16;18,7;59,99;29,31;9,86;0,045612382;0;-0,47610767;0;0,312768244;2;0,053568245;0;-0,096070304;0;0,244465667;0;0,150845656;0;-0,014677304;0;313,9552651;22,02463521;1,821775726;MuitoAlto;MuitoAlto;Medio;579,6911;35,253;4,7786;MuitoAlto;MuitoAlto;Medio
109;467;5209952;INDIARA;5209952;4301;13648;3,17;12,79;92,09;11,11;12,12;57,95;29,02;9,11;-0,32817895;0;0,190831971;0;0,185485124;0;0,037170301;0;-0,001424891;0;0,211771335;0;0,257188426;2;-0,261033959;0;987,5170016;101,8537318;0,871522557;MuitoAlto;Hiperendem;Baixo;646,8238;49,131;1,2121;MuitoAlto;Hiperendemico;Medio
110;468;5210000;INHUMAS;5210000;15303;47745;3,12;15,81;64,54;5,58;10,11;50,84;23;5,8;0,170649187;0;-0,013881033;0;0,525299807;0;0,121141172;0;0,249903329;0;0,229623135;0;0,41786153;0;-0,033778847;0;368,9003377;39,35509076;0,26818216;MuitoAlto;MuitoAlto;Baixo;806,3955;32,088;1,3705;MuitoAlto;MuitoAlto;Medio
111;469;5210109;IPAMERI;5210109;8136;24538;3,02;15,45;38,45;12,95;9,74;50,54;28,6;9,35;0,36447817;0;0,133019896;0;0,373635693;2;0,82033787;2;0,798910783;2;0,324811302;2;0,22320156;2;-0,019886816;0;411,466694;9,912736209;4,297333112;MuitoAlto;Medio;Medio;436,5453;16,4;1,3896;MuitoAlto;Alto;Medio
112;470;5210158;IPIRANGA DE GOIÁS;5210158;1016;2829;2,78;49,11;99,61;37,5;11,86;51,93;33,86;12,01;-0,930058524;0;0,431857607;0;-0,609552091;0;0,102420441;0;0,229587828;0;-0,035132512;0;0,004414388;0;0,390373139;0;244,7795228;103,2023473;2,983945324;Alto;Hiperendem;Medio;462,7828;43,772;5,9986;MuitoAlto;Hiperendemico;Alto
113;471;5210208;IPORÁ;5210208;11074;30993;2,8;10,89;75,28;11,15;11,67;49,43;25,53;7,87;-0,562500177;0;0,043434263;0;-0,617742782;3;-0,122475478;0;0,407483564;0;-0,054317396;0;0,090438137;0;1,508213627;2;3546,419894;41,37923915;21,67627535;Hiperendem;Hiperendem;Hiperendem;1352,7075;42,338;9,5739;Hiperendemico;Hiperendemico;Alto
114;472;5210307;ISRAELÂNDIA;5210307;1014;2868;2,83;30,47;94,87;28,21;12,18;63,15;32,45;8,38;-0,019247799;0;0,167170899;0;0,176818635;0;-0,055068463;0;-0,506947139;4;0,001215167;0;0,084281303;0;1,298587192;2;308,3979687;57,89992754;25,0587724;MuitoAlto;Hiperendem;Hiperendem;425,8476;30,961;6,6673;MuitoAlto;MuitoAlto;Alto
115;473;5210406;ITABERAÍ;5210406;11198;35135;3,14;28,01;73,03;13,93;10,22;56,54;25,49;6,98;-0,001435555;4;-8,48596E-06;0;0,127272088;0;-0,017885238;0;0,033059685;0;0,127025212;0;0,205340136;0;-0,303165312;4;439,9435672;71,8544784;3,060032053;MuitoAlto;Hiperendem;Medio;703,6398;49,633;2,3672;MuitoAlto;Hiperendemico;Medio
116;474;5210562;ITAGUARI;5210562;1579;4510;2,86;21,22;65,86;14;14,04;57,81;25,08;6,27;0,266089031;0;-0,129612487;0;0,207805439;0;-0,14014993;0;-0,000747305;0;0,455930559;0;0,575964327;2;0,223812593;0;3769,183346;26,31108496;2,175806507;Hiperendem;MuitoAlto;Medio;1177,6562;43,964;1,5631;Hiperendemico;Hiperendemico;Medio
117;475;5210604;ITAGUARU;5210604;1870;5415;2,9;18,24;82,57;16,9;13,47;71,4;31,07;8,82;0,328730274;0;0,0782;0;0,143764979;0;-0,055194538;0;-0,161665881;0;0,059701921;0;0,244290248;0;0,086177178;0;4173,245266;51,22140637;1,892170319;Hiperendem;Hiperendem;Medio;2020,8138;41,075;8,9232;Hiperendemico;Hiperendemico;Alto
118;476;5210802;ITAJÁ;5210802;1697;5006;2,95;23,69;14,44;21,74;10,52;43,66;25,57;7,42;-0,271560011;0;1,28678298;0;0,002639508;0;0,254488327;0;0,86338793;0;0,736897306;2;0,591357177;2;0,201797354;0;1070,814187;24,11751522;16,91535269;Hiperendem;MuitoAlto;MuitoAlto;841,2703;17,764;25,8023;MuitoAlto;Alto;Hiperendemico
119;477;5210901;ITAPACI;5210901;5921;18389;3,11;30,64;85,04;11,84;12,4;58,13;30,37;9,54;0,167406221;1;0,438856864;1;-0,419067431;3;-0,00345859;0;0,004592799;0;-0,097682489;0;-0,064030243;0;-0,145711313;4;3259,323329;57,75901006;5,635423381;Hiperendem;Hiperendem;Alto;1724,2729;49,264;2,7985;Hiperendemico;Hiperendemico;Medio
120;478;5211008;ITAPIRAPUÃ;5211008;2772;7802;2,81;29,65;77,49;29,58;15,69;62,28;33,33;10,89;-0,011797004;0;-0,002136522;0;0,021705099;0;0,2510814;0;0,086700513;0;-0,022300451;0;0,079081131;0;0,782361255;2;27,37825361;80,33529606;33,03099988;Baixo;Hiperendem;Hiperendem;817,0666;74,595;13,0699;MuitoAlto;Hiperendemico;MuitoAlto
121;479;5211206;ITAPURANGA;5211206;9135;26000;2,85;26,11;27,48;20,09;13,01;48,83;31,89;9,94;-0,051901054;0;-0,551859273;0;-0,069728454;3;-0,003707906;0;0,159710749;0;-0,024742587;0;0,01677187;0;0,714372954;2;573,8052386;49,12739122;11,30432705;MuitoAlto;Hiperendem;MuitoAlto;554,102;29,539;9,0774;MuitoAlto;MuitoAlto;Alto
122;480;5211305;ITARUMÃ;5211305;2057;6211;3,02;41,08;34,27;26,74;12,37;50,41;22,51;6,51;-0,259939889;0;1,50251786;2;-0,01519308;0;0,05552499;0;0,564830308;2;1,109530622;2;0,67864806;2;0,012627582;0;5249,838081;20,36827369;14,28875147;Hiperendem;MuitoAlto;MuitoAlto;1272,622;50,704;21,4494;Hiperendemico;Hiperendemico;Hiperendemico
123;481;5211404;ITAUÇU;5211404;2894;8565;2,96;19,87;34,59;16,45;11,48;49,71;26,54;7,12;0,244175336;0;-0,698434805;0;0,164130359;0;0,133379795;0;0,420873317;0;0,337530714;0;0,441285095;2;0,095974032;0;499,9525093;74,8248815;1,312542049;MuitoAlto;Hiperendem;Medio;766,6768;20,387;0,9872;MuitoAlto;MuitoAlto;Baixo
124;482;5211503;ITUMBIARA;5211503;30715;92359;3,01;18,81;21,58;4,07;8,18;46,17;19,04;5,44;0,096820542;0;-0,343060601;0;0,886669199;2;-0,101475655;0;0,991066021;2;0,903467395;2;0,441680529;0;0,094152041;0;333,4175127;35,54461196;2,256001895;MuitoAlto;MuitoAlto;Medio;420,2516;27,595;2,1183;MuitoAlto;MuitoAlto;Medio
125;483;5211602;IVOLÂNDIA;5211602;985;2657;2,7;46,4;95,03;47,92;13,43;51,78;34,62;9,85;-0,193505975;0;0,104391381;0;0,407049251;0;0,006094397;0;0,35923858;2;-0,046005487;0;0,107278793;0;1,259156979;2;188,1518077;14,31669763;3,109574923;Medio;Alto;Medio;340,3336;19,623;8,0737;MuitoAlto;Alto;Alto
126;484;5211701;JANDAIA;5211701;2235;6155;2,75;32,48;83,49;19,82;12,72;60,85;26,09;7,83;0,005700467;0;-0,167320057;0;0,044970239;0;5,49797E-05;0;-0,119976;0;0,306137319;0;0,324356102;0;0,180275888;0;978,7001402;161,9069535;1,71387192;MuitoAlto;Hiperendem;Medio;419,4289;66,442;6,0814;MuitoAlto;Hiperendemico;Alto
127;485;5211800;JARAGUÁ;5211800;12997;41739;3,21;19,37;84,02;16,6;10,38;59,93;27,8;7,59;0,183176526;0;0,195617176;0;0,088949306;0;-0,074029158;0;-0,007310701;0;0,06978341;0;0,21736346;0;-0,236603778;0;210,0638377;63,45899378;25,58050351;Alto;Hiperendem;Hiperendem;880,8845;50,863;14,6306;MuitoAlto;Hiperendemico;MuitoAlto
128;486;5211909;JATAÍ;5211909;27661;87289;3,16;16,89;29,16;7,17;7,39;55,49;19,48;6,08;0,13822332;0;1,89102416;2;0,159614566;0;0,521211696;0;0,061614928;0;1,022936901;2;0,453760527;2;0,041084651;0;4754,296728;27,44821293;12,41433411;Hiperendem;MuitoAlto;MuitoAlto;2510,2638;16,059;7,8652;Hiperendemico;Alto;Alto
129;487;5212006;JAUPACI;5212006;1050;2949;2,81;22,38;78,57;26,1;16,09;54,13;34,76;12,67;-0,130280084;0;0,057351963;0;0,17730528;0;-0,107052116;0;0,219602501;0;-0,060061668;0;-0,034387085;0;1,124944371;2;102,8086439;56,49841963;24,45339654;Medio;Hiperendem;Hiperendem;183,5416;33,097;6,3359;Medio;MuitoAlto;Alto
130;488;5212055;JESÚPOLIS;5212055;742;2289;3,08;26,42;95,28;20,35;15,77;71,3;38,27;12,26;-0,011396499;0;0,781957027;1;-0,014869087;0;-0,085742905;0;-0,940113525;0;0,0014819;0;-0,004117293;0;0,00089625;0;49,30281494;15,66801494;3,402401008;Baixo;Alto;Medio;323,0729;31,401;14,0182;MuitoAlto;MuitoAlto;MuitoAlto
131;489;5212105;JOVIÂNIA;5212105;2408;7069;2,94;21,84;34,22;10,42;11,52;49,1;23,42;6,4;0,364222446;2;0,327056533;0;0,590643711;2;0,118651702;0;0,918623872;2;0,825365158;2;0,492404025;2;0,465269068;2;127,5029795;98,61679944;1,528844845;Medio;Hiperendem;Medio;613,1042;36,88;2,2473;MuitoAlto;MuitoAlto;Medio
132;490;5212204;JUSSARA;5212204;6425;18999;2,96;23,18;36,25;17,71;12,43;54,04;28,39;8,59;-0,12475784;0;-0,607060426;0;-0,132513359;0;-0,018936874;0;0,045296769;0;0,123477642;0;0,195087975;0;0,404819635;2;1602,15925;302,2939986;44,07701962;Hiperendem;Hiperendem;Hiperendem;658,2563;190,168;19,0427;MuitoAlto;Hiperendemico;MuitoAlto
133;491;5212253;LAGOA SANTA;5212253;432;1242;2,88;39,58;74,31;33,56;7,67;49,28;19,68;4,86;-0,314992908;0;-0,130067236;4;0,00322546;0;0,804501223;0;1,207141774;0;0,932805341;0;0,691086935;0;0,388422884;0;1202,063951;90,58136795;4,617586554;Hiperendem;Hiperendem;Medio;1596,2458;27,16;4,7605;Hiperendemico;MuitoAlto;Medio
134;492;5212303;LEOPOLDO DE BULHÕES;5212303;2544;7868;3,09;34,16;75,24;25,39;14,12;51,45;34,94;14,5;-0,106637204;0;-0,019229986;0;-0,1748816;4;-0,227683248;4;0,224513977;0;-0,032537675;0;-0,029511417;0;0,121277386;1;1007,01711;6,463767177;1,405554784;Hiperendem;Medio;Medio;452,2297;13,841;1,8957;MuitoAlto;Alto;Medio
135;493;5212501;LUZIÂNIA;5212501;49847;173445;3,48;41,28;72,6;8,92;9,68;63,57;34,91;12,87;-0,142726346;0;0,010955218;2;0,460336069;0;0,755029665;2;0,030101874;0;-0,0187918;0;-0,010430674;0;2,21540428;1;672,3682534;23,62120492;2,346256361;MuitoAlto;MuitoAlto;Medio;1200,4568;15,54;2,1312;Hiperendemico;Alto;Medio
136;494;5212600;MAIRIPOTABA;5212600;848;2347;2,77;33,25;96,58;25;11,39;35,68;30,66;12,15;0,031859345;0;0,003154179;0;-0,037083305;0;0,133756584;0;1,741851495;2;0,12051489;2;-0,004677762;4;0,83420517;2;250,4876014;15,33548616;3,330353937;Alto;Alto;Medio;923,6304;24,882;5,1904;MuitoAlto;MuitoAlto;Alto
137;495;5212709;MAMBAÍ;5212709;1916;6833;3,57;23,23;84,39;29,59;19,08;73,47;60,02;31,32;0,004393222;0;0,044251747;0;0,522449946;0;2,137414177;1;2,000224308;1;5,020856159;1;5,05413985;1;3,242009771;1;2426,657368;18,96364941;13,30443044;Hiperendem;Alto;MuitoAlto;893,4806;41,065;6,5949;MuitoAlto;Hiperendemico;Alto
138;496;5212808;MARA ROSA;5212808;3477;10616;3,05;24,59;56,72;24,01;14,51;62,99;34,54;11,22;-0,172118905;3;-0,069476854;0;0,074067855;0;0,225969067;0;0,48136015;1;0,15927874;1;-0,080857039;3;0,000852424;0;2300,259193;61,97445302;9,220614614;Hiperendem;Hiperendem;Alto;1084,3955;40,997;8,2319;Hiperendemico;Hiperendemico;Alto
139;497;5212907;MARZAGÃO;5212907;709;2067;2,92;13,54;98,31;11,57;11,03;44,84;26,38;8,74;0,449706143;0;-0,907797014;0;0,383022073;0;0,554165345;2;1,434811923;2;0,503508779;2;0,267066292;0;0,291620112;0;2185,512664;43,63836803;3,605181622;Hiperendem;Hiperendem;Medio;1528,9778;21,672;4,8976;Hiperendemico;MuitoAlto;Medio
140;498;5212956;MATRINCHÃ;5212956;1490;4353;2,92;29,46;86,64;26,71;16,81;62,75;33,29;10,4;0,066414981;0;-0,115461149;0;0,147211819;0;0,743234337;0;0,30036826;0;0,005016119;0;0,021095749;0;0,337362723;0;92,72710719;92,93458087;2,209611872;Baixo;Hiperendem;Medio;234,4969;71,808;3,3828;Alto;Hiperendemico;Medio
141;499;5213004;MAURILÂNDIA;5213004;3554;11396;3,21;6,92;91,02;7,01;15,32;60,32;26,36;8,22;0,877231322;0;-0,280111292;0;0,766915267;2;0,356684832;0;0,084713191;0;0,410193505;0;0,30590885;0;0,178147699;0;3690,369206;35,10754115;1,016443897;Hiperendem;MuitoAlto;Medio;925,6887;26,287;8,7513;MuitoAlto;MuitoAlto;Alto
142;500;5213053;MIMOSO DE GOIÁS;5213053;867;2679;3,09;54,56;81,55;54,21;18,86;72,29;50,63;22,49;1,650950106;1;0,16259046;0;1,776006914;0;0,9686933;0;1,493414735;1;2,036709151;1;1,553197068;1;0,203065385;1;42,32930873;83,816767;49,37826314;Baixo;Hiperendem;Hiperendem;825,1939;64,691;17,6648;MuitoAlto;Hiperendemico;MuitoAlto
143;501;5213087;MINAÇU;5213087;9749;30862;3,17;15,46;44,56;15,06;13,5;66,26;34,75;14,71;-0,831494232;3;-0,39614229;0;-0,527674846;3;0,195399741;1;0,809278639;1;0,295468364;1;0,614466841;1;0,207615771;0;173,4347975;221,5467551;58,36091458;Medio;Hiperendem;Hiperendem;374,5402;115,43;35,3931;MuitoAlto;Hiperendemico;Hiperendemico
144;502;5213103;MINEIROS;5213103;15933;52644;3,3;9,18;13,38;8,52;8,55;53,27;21,85;7,49;0,29208775;0;0,119920254;0;0,044171186;0;0,380639045;0;-0,092143341;0;0,770524745;2;0,330471908;2;0,175132912;0;4807,071899;30,43392615;46,03230415;Hiperendem;MuitoAlto;Hiperendem;2153,8904;22,567;24,8085;Hiperendemico;MuitoAlto;Hiperendemico
145;503;5213400;MOIPORÁ;5213400;636;1749;2,75;33,18;90,72;33,49;14,88;45,6;35,69;11,64;0,021972937;0;0,375528692;0;0,398537469;0;0,005841687;0;0,403814368;0;-0,035006336;0;0,023875343;0;1,862070657;2;333,7826987;18,11757897;3,932915846;MuitoAlto;Alto;Medio;267,4764;23,677;2,7482;Alto;MuitoAlto;Medio
146;504;5213509;MONTE ALEGRE DE GOIÁS;5213509;2176;7705;3,54;45,63;91,5;47,79;24,69;82,2;59,47;34,24;0,178017386;0;0,371362848;0;1,774733139;1;6,313764838;1;5,250255576;1;5,270992476;1;7,62532397;1;3,229291479;1;66,08123344;102,6168962;1,425488331;Baixo;Hiperendem;Medio;310,5204;65,776;9,0592;MuitoAlto;Hiperendemico;Alto
147;505;5213707;MONTES CLAROS DE GOIÁS;5213707;2741;7945;2,9;38,82;90,04;37,03;11,39;53,8;28,35;8,28;-0,015335457;0;0,012087422;0;0,234288959;0;-0,063182673;0;0,11442043;0;0,01118171;0;0,056584855;0;0,533461755;2;3242,130093;68,7044831;32,52025182;Hiperendem;Hiperendem;Hiperendem;1799,6897;74,223;22,2086;Hiperendemico;Hiperendemico;Hiperendemico
148;506;5213756;MONTIVIDIU;5213756;3286;10481;3,19;23,4;90,35;16,46;10,26;50,42;23,86;7,91;-0,013660659;0;-0,542120388;0;-0,113108311;0;0,201442806;0;0,268329663;0;0,32571337;0;0,2525991;0;-0,291041592;0;226,7128193;37,81188108;9,283282875;Alto;MuitoAlto;Alto;564,5529;18,2;8,8742;MuitoAlto;Alto;Alto
149;507;5213772;MONTIVIDIU DO NORTE;5213772;1238;3972;3,21;56,3;55,25;56,3;17,37;67,49;63;41,68;-0,688143958;0;-0,148756437;0;0,193112199;0;0,274311033;0;0,699343226;0;1,910362458;0;2,624684543;0;0,13521404;0;289,8056837;28,11678927;124,0619252;Alto;MuitoAlto;Hiperendem;241,8703;28,441;173,2894;Alto;MuitoAlto;Hiperendemico
150;508;5213806;MORRINHOS;5213806;14235;41204;2,89;14,95;36,82;7,28;8,45;42,93;19,87;5,62;0,390066686;0;0,685730168;0;0,597056896;2;0,798945302;2;1,830714781;2;0,964943414;2;0,514481389;2;0,726955605;2;1916,48308;19,99393215;7,271892184;Hiperendem;Alto;Alto;1105,0913;17,443;2,0357;Hiperendemico;Alto;Medio
151;509;5213855;MORRO AGUDO DE GOIÁS;5213855;827;2348;2,84;30,11;99,03;29,38;12,36;51,57;34,82;8,95;0,090841173;0;-0,225132228;0;0,316322706;0;-0,026625425;0;0,167276133;0;0,021556156;0;0,073774263;0;0,736779631;2;47,85477117;40,43546021;28,33430681;Baixo;Hiperendem;Hiperendem;890,7495;27,251;29,8161;MuitoAlto;MuitoAlto;Hiperendemico
152;510;5213905;MOSSÂMEDES;5213905;1756;5006;2,85;27,85;90,15;30,69;13,66;47,89;29,78;9,34;0,006718564;2;0,078529346;0;-0,279223275;0;-0,024631793;0;0,143808849;0;0,121066895;0;0,144168793;0;0,669541349;2;199,8083103;24,33934364;17,07072404;Medio;MuitoAlto;MuitoAlto;203,7888;26,163;2,9097;Alto;MuitoAlto;Medio
153;511;5214002;MOZARLÂNDIA;5214002;4301;13323;3,1;31,27;93,82;10,25;13,09;63,94;28,27;9,7;0,242693243;1;0,011749776;0;-0,316280469;0;0,064684888;0;0,601615752;1;-0,055576207;0;-0,048312826;0;-0,02866874;0;779,6697205;110,5400943;14,18757658;MuitoAlto;Hiperendem;MuitoAlto;326,4054;75,268;10,5164;MuitoAlto;Hiperendemico;MuitoAlto
154;512;5214051;MUNDO NOVO;5214051;2166;6405;2,96;46,35;60,53;46,72;19,37;68,47;43,44;17,96;2,342689532;1;0,070788114;0;1,995238812;1;1,777538116;1;1,12876019;1;1,154030279;1;0,651497007;1;0,035283848;0;110,2126867;268,5322338;38,88862188;Medio;Hiperendem;Hiperendem;416,5294;115,834;18,1213;MuitoAlto;Hiperendemico;MuitoAlto
155;513;5214101;MUTUNÓPOLIS;5214101;1311;3848;2,94;37,45;81,85;38,14;18,18;64,85;40,12;15,56;0,221273895;0;-0,091149634;0;0,320899098;0;0,503535514;0;0,617041249;1;0,565430841;0;0,325893484;0;-0,001372182;0;1277,174754;11,23032829;111,967373;Hiperendem;Alto;Hiperendem;324,1006;48,932;31,3146;MuitoAlto;Hiperendemico;Hiperendemico
156;514;5214408;NAZÁRIO;5214408;2717;7840;2,89;9,24;94,81;7,36;11,96;51,92;27,16;7,84;0,771558292;0;-0,975642897;4;0,4713837;0;0,07276525;0;0,165030772;0;0,146894357;0;0,158486413;0;0,401412897;0;1635,249038;153,817194;1,40570258;Hiperendem;Hiperendem;Medio;845,8667;64,936;2,5748;MuitoAlto;Hiperendemico;Medio
157;515;5214507;NERÓPOLIS;5214507;7381;24130;3,27;18,21;29,49;3,24;9,28;54,21;30,93;9,77;0,477790668;2;-0,124103438;0;1,265151685;2;0,676129683;2;0,160883878;0;0,046985761;0;0,069458788;0;0,740723466;1;696,8898814;60,48257459;0,517650323;MuitoAlto;Hiperendem;Baixo;797,348;40,256;1,5294;MuitoAlto;Hiperendemico;Medio
158;516;5214606;NIQUELÂNDIA;5214606;12978;41844;3,22;23,96;77,26;21,38;12,32;67,39;35,31;15,29;-0,282483478;3;0,051956199;0;-0,021999659;3;-0,077382836;3;0,872232768;1;0,234442364;1;0,347633471;1;0,611428632;1;1575,769061;62,74951989;141,1612681;Hiperendem;Hiperendem;Hiperendem;461,6957;60,994;71,7555;MuitoAlto;Hiperendemico;Hiperendemico
159;517;5214705;NOVA AMÉRICA;5214705;775;2250;2,9;27,1;98,84;22,58;15,8;59,05;31,1;7,1;-0,015849745;0;0,242954672;0;-0,006154143;0;0,009206351;0;0,028409957;0;0,005079862;0;0,038033888;0;0,127702271;0;1032,842594;41,59194665;3,436511614;Hiperendem;Hiperendem;Medio;398,0826;30,106;56,8196;MuitoAlto;MuitoAlto;Hiperendemico
160;518;5214804;NOVA AURORA;5214804;733;2053;2,8;10,78;97,82;5,87;9,34;33,61;20,19;5,87;1,028767876;2;-0,643281491;0;0,612715956;0;0,8639063;2;3,424976725;2;0,9532543;2;0,531522735;0;0,526430819;0;286,3969352;43,67378869;3,608100719;Alto;Hiperendem;Medio;623,1244;24,258;4,465;MuitoAlto;MuitoAlto;Medio
161;519;5214838;NOVA CRIXÁS;5214838;3934;11843;3,01;44,97;89,55;34,24;18,84;70,6;34,9;13,01;1,271672607;1;0,028716026;0;0,259668769;0;0,629645793;0;1,093916263;1;0,081984468;0;0,031957211;0;0,014209114;0;1935,187817;122,722521;8,368461;Hiperendem;Hiperendem;Alto;630,9269;100,888;8,4496;MuitoAlto;Hiperendemico;Alto
162;520;5214861;NOVA GLÓRIA;5214861;2966;8471;2,86;28,52;87,63;23,94;14,63;57,38;39,18;14,43;0,010610361;0;0,169913732;0;-0,035123932;0;-0,165211659;0;0,000793394;0;-0,162676835;0;-0,132277705;0;0,258712662;0;2769,311084;25,77837608;1,317068012;Hiperendem;MuitoAlto;Medio;1312,4937;36,891;4,6213;Hiperendemico;MuitoAlto;Medio
163;521;5214879;NOVA IGUAÇU DE GOIÁS;5214879;931;2821;3,03;32,44;38,13;28,14;9,79;70,74;40,17;15,15;0,023121281;0;-0,154719501;0;0,091261101;0;0,001521557;0;0,931281945;1;0,054089404;0;-0,078665155;0;-0,025658774;0;1688,378636;126,0762302;2,995982487;Hiperendem;Hiperendem;Medio;840,2649;49,104;16,7298;MuitoAlto;Hiperendemico;MuitoAlto
164;522;5214903;NOVA ROMA;5214903;1126;3459;3,07;16,61;89,52;58,35;19,04;80,61;47,25;23,18;-0,648454224;3;0,346692831;0;3,240637135;1;2,706150443;1;4,035579622;1;3,01602266;1;3,789363215;1;0,157016827;1;61,13846516;12,05469219;2,619144048;Baixo;Alto;Medio;376,2834;31,47;1,8913;MuitoAlto;MuitoAlto;Medio
165;523;5215009;NOVA VENEZA;5215009;2475;8078;3,26;18,14;93,13;8,97;8,66;46,38;30,34;8,81;0,329303366;0;0,188250451;0;0,496080689;0;0,542211761;0;0,500704262;0;0,049502272;0;0,146616328;0;0,181378549;0;123,829346;16,54557291;1,368994897;Medio;Alto;Medio;929,4241;21,19;4,3072;MuitoAlto;MuitoAlto;Medio
